"participant" "timestamp" "task"
11 172.6583 "listening"
11 175.2915 "listening"
11 176.958 "listening"
11 177.4579 "listening"
11 178.1912 "listening"
11 179.7319 "listening"
11 180.7818 "listening"
11 181.315 "listening"
11 182.1816 "listening"
11 183.0222 "listening"
11 184.2554 "listening"
11 185.9385 "listening"
11 186.6719 "listening"
11 188.6793 "listening"
11 190.4865 "listening"
11 191.5364 "listening"
11 192.9696 "listening"
11 194.8195 "listening"
11 196.0364 "listening"
11 196.936 "listening"
11 198.2431 "listening"
11 198.4264 "listening"
11 199.8337 "listening"
11 201.6909 "listening"
11 202.3981 "listening"
11 203.2815 "listening"
11 205.3146 "listening"
11 209.0809 "listening"
11 211.6141 "listening"
11 212.2806 "listening"
11 214.3972 "listening"
11 215.7804 "listening"
11 217.1469 "listening"
11 219.9874 "listening"
11 220.7872 "listening"
11 223.1446 "listening"
11 224.8444 "listening"
11 227.2756 "listening"
11 229.0661 "listening"
11 229.9159 "listening"
12 8.0402 "listening"
12 10.14 "listening"
12 10.5067 "listening"
12 10.8399 "listening"
12 25.3887 "listening"
12 33.0547 "listening"
12 39.8541 "listening"
12 40.254 "listening"
12 42.3039 "listening"
12 47.4702 "listening"
12 53.2697 "listening"
12 57.8192 "listening"
12 64.1021 "listening"
12 71.4347 "listening"
12 75.4511 "listening"
12 80.2173 "listening"
12 86.2335 "listening"
12 88.2 "listening"
12 89.9998 "listening"
12 91.6663 "listening"
12 94.5328 "listening"
12 98.0825 "listening"
12 104.3319 "listening"
12 106.215 "listening"
12 114.1645 "listening"
12 116.0309 "listening"
12 117.1642 "listening"
12 122.347 "listening"
12 124.3802 "listening"
12 126.5966 "listening"
12 127.38 "listening"
12 133.7294 "listening"
12 137.4624 "listening"
12 143.0952 "listening"
12 148.7448 "listening"
12 151.5112 "listening"
12 163.2269 "listening"
12 165.1766 "listening"
12 168.3931 "listening"
12 175.5758 "listening"
12 178.8755 "listening"
12 183.2751 "listening"
12 188.6747 "listening"
12 190.5245 "listening"
12 194.7075 "listening"
12 195.3575 "listening"
12 197.2739 "listening"
12 198.2406 "listening"
12 199.2904 "listening"
12 200.257 "listening"
12 201.5569 "listening"
12 202.5568 "listening"
12 203.1568 "listening"
12 204.39 "listening"
12 205.2399 "listening"
12 206.9731 "listening"
12 207.923 "listening"
12 213.1226 "listening"
12 214.3724 "listening"
12 215.6724 "listening"
12 217.7221 "listening"
12 219.6054 "listening"
12 227.0214 "listening"
12 229.0545 "listening"
13 6.4427 "listening"
13 10.0425 "listening"
13 16.5755 "listening"
13 18.2755 "listening"
13 26.1418 "listening"
13 45.2244 "listening"
13 49.1409 "listening"
13 52.1241 "listening"
13 55.2405 "listening"
13 59.2571 "listening"
13 66.9734 "listening"
13 69.2566 "listening"
13 72.2232 "listening"
13 81.2394 "listening"
13 90.789 "listening"
13 100.5553 "listening"
13 104.3717 "listening"
13 109.5382 "listening"
13 112.4881 "listening"
13 118.3378 "listening"
13 125.4042 "listening"
13 129.0874 "listening"
13 133.5372 "listening"
13 148.5365 "listening"
13 150.3031 "listening"
13 154.1196 "listening"
13 168.7856 "listening"
13 172.3522 "listening"
13 174.3521 "listening"
13 179.9019 "listening"
13 185.1849 "listening"
13 191.9513 "listening"
13 201.5842 "listening"
13 210.4672 "listening"
13 219.7668 "listening"
13 221.2667 "listening"
13 225.8665 "listening"
13 228.8331 "listening"
13 233.4661 "listening"
14 1.3317 "listening"
14 139.3271 "listening"
14 179.807 "listening"
14 212.4708 "listening"
15 0.4859 "listening"
15 2.0691 "listening"
15 3.9856 "listening"
15 8.4687 "listening"
15 12.4351 "listening"
15 13.985 "listening"
15 16.3682 "listening"
15 21.4511 "listening"
15 24.651 "listening"
15 28.834 "listening"
15 35.2741 "listening"
15 40.5071 "listening"
15 42.3237 "listening"
15 43.9903 "listening"
15 45.1401 "listening"
15 47.2733 "listening"
15 49.6064 "listening"
15 50.8731 "listening"
15 51.0064 "listening"
15 56.0894 "listening"
15 58.5892 "listening"
15 60.739 "listening"
15 66.0221 "listening"
15 69.8884 "listening"
15 74.6547 "listening"
15 76.438 "listening"
15 78.7045 "listening"
15 86.4373 "listening"
15 91.4204 "listening"
15 95.87 "listening"
15 101.653 "listening"
15 106.8859 "listening"
15 108.5358 "listening"
15 109.769 "listening"
15 111.269 "listening"
15 112.1522 "listening"
15 114.8521 "listening"
15 116.4353 "listening"
15 118.9684 "listening"
15 120.485 "listening"
15 122.3682 "listening"
15 125.2347 "listening"
15 128.4511 "listening"
15 131.001 "listening"
15 136.0507 "listening"
15 142.8835 "listening"
15 146.5333 "listening"
15 149.033 "listening"
15 151.3996 "listening"
15 153.2161 "listening"
15 155.5827 "listening"
15 160.5156 "listening"
15 165.7487 "listening"
15 170.315 "listening"
15 173.3981 "listening"
15 175.2979 "listening"
15 177.7145 "listening"
15 179.1144 "listening"
15 184.2307 "listening"
15 188.947 "listening"
15 190.6136 "listening"
15 191.6635 "listening"
15 196.3299 "listening"
15 199.2796 "listening"
15 200.7962 "listening"
15 202.9461 "listening"
15 206.7125 "listening"
15 206.9459 "listening"
15 212.3788 "listening"
15 216.6119 "listening"
15 223.7114 "listening"
15 232.2608 "listening"
16 0.2966 "listening"
16 4.7797 "listening"
16 8.3795 "listening"
16 14.1625 "listening"
16 27.0618 "listening"
16 37.4779 "listening"
16 46.9607 "listening"
16 52.2937 "listening"
16 56.1602 "listening"
16 60.16 "listening"
16 63.993 "listening"
16 67.7762 "listening"
16 72.4093 "listening"
16 84.8919 "listening"
16 87.5585 "listening"
16 88.8251 "listening"
16 91.8416 "listening"
16 94.2248 "listening"
